0,1,2,3,4,5,6,7,8,9,10,11
동북아역사재단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : https://hflib.kr/#/guide/statistics,4. 기록관 홈페이지 링크 : 동북아역사자료센터,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
동작구시설관리공단,1. 기관소개,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
동해시시설관리공단,1. 기관소개,2. 정보목록 : ,3. 보유기록물 현황 : http://www.dhsisul.org/ann/21.htm?mode=view&mv_data=aWR4PTQxNDMmc3RhcnRQYWdlPTAmbGlzdE5vPTEmdGFibGU9Y3NfYmJzX2RhdGEmY29kZT1wcmVpbmZvcm1hdGlvbiZzZWFyY2hfaXRlbT1zdWJqZWN0JnNlYXJjaF9vcmRlcj2x4rfPubAmb3JkZXJfbGlzdD0mbGlzdF9zY2FsZT0mdmlld19sZXZlbD0mdmlld19jYXRlPSZ2aWV3X2NhdGUyPQ==||,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
마포구시설관리공단,1. 기관소개,2. 정보목록 : http://www.mfmc.or.kr/view/manage/open_list.jsp,3. 보유기록물 현황 : http://www.mfmc.or.kr/view/manage/open_list_detail.jsp?no=56,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
마포아트센터,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
문경관광진흥공단,1. 기관소개,2. 정보목록 : ,3. 보유기록물 현황 : http://www.mgtpcr.or.kr/web/board.do?menuIdx=568&bbsIdx=2204888,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
민주화운동기념사업회,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
밀양시시설관리공단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
보령시시설관리공단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
부산관광공사,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
부산교통공사,1. 기관소개,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
부산대학교병원,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
부산대학교치과병원,1. 기관소개,2. 정보목록 : https://www.pnudh.co.kr/pnudh/board/list.do?cmnx=42&page=2 ,3. 보유기록물 현황 : 기록관리기준표 참고,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
부산도시공사,1. 기관소개,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
BDI 부산연구원,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
스포원 Spo1,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
부산항만공사 (BPA),1. 기관소개,2. 정보목록 : https://www.busanpa.com/kor/Publication/boardlist.do?mCode=MN1148&publication_cate=4&page=1&board_number=206 ,3. 보유기록물 현황 : https://www.busanpa.com/kor/Publication/boardlist.do?mCode=MN1175,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
부산환경공단 본부,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
부여군시설관리공단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
부천도시공사,1. 기관소개,2. 정보목록 : https://www.best.or.kr/fmcs/307,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
남북하나재단(북한이탈주민지원재단),1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
사립학교교직원연금공단(본부),1. 기관소개,2. 정보목록 : http://www.tp.or.kr:8088/tp/tpinfo/tpinfo_0401_standard_view.jsp?searchType=title&searchText=%B1%E2%B7%CF&searchTab=%C0%CE%BB%E7%2C%C3%D1%B9%AB%2C%C8%B8%B0%E8&pageRowCnt=&pageNo=1&actionType=&seq=32,3. 보유기록물 현황 : http://www.tp.or.kr:8088/tp/tpinfo/tpinfo_0401_standard_view.jsp?searchType=title&searchText=%B1%E2%B7%CF&searchTab=%C0%CE%BB%E7%2C%C3%D1%B9%AB%2C%C8%B8%B0%E8&pageRowCnt=&pageNo=1&actionType=&seq=33,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
사천시시설관리공단,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
한국사회보장정보원,1. 기관소개,2. 정보목록 : http://www.ssis.or.kr/lay1/bbs/S1T809C1009/I/87/view.do?article_seq=118830,3. 보유기록물 현황 : http://www.ssis.or.kr/lay1/bbs/S1T804C809/I/87/view.do?article_seq=118881&cpage=1&rows=10&condition=A.TITLE&keyword=%EA%B8%B0%EB%A1%9D%EB%AC%BC,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서대문구 도시관리공단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울교통공사,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울대학교치과병원,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
서울시설공단,1. 기관소개,2. 정보목록 : https://www.sisul.or.kr/open_content/main/bbs/bbsMsgDetail.do?msg_seq=92&keyfield=title&keyword=%EA%B8%B0%EB%A1%9D&listsz=5&bcd=pubdata,3. 보유기록물 현황 : https://www.sisul.or.kr/open_content/main/bbs/bbsMsgDetail.do?msg_seq=67&keyfield=title&keyword=%EA%B8%B0%EB%A1%9D&listsz=5&bcd=pubdata,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울신용보증재단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울에너지공사 본사,1. 기관소개,2. 정보목록 : https://www.i-se.co.kr/gov105/1857,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 2명,6. 기타,,,,,
서울연구원,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
국민체육진흥공단,1. 기관소개,2. 정보목록 : https://www.kspo.or.kr/kspo/online/APPMST008/list.do?viewType=CONTBODY&onlineId=86&optn10=STD,3. 보유기록물 현황 : https://www.kspo.or.kr/kspo/online/APPMST008/list.do?viewType=CONTBODY&onlineId=246&optn10=STD,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울주택도시공사,1. 기관소개,2. 정보목록 : https://www.i-sh.co.kr/main/upload/bbs/preInfoOpen/html/20200203140142249_4.htm,3. 보유기록물 현황 : https://www.i-sh.co.kr/main/upload/bbs/preInfoOpen/html/20200203135539182_3.htm,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
성남도시개발공사,1. 기관소개,2. 정보목록 : http://www.isdc.co.kr/gov/infoAdvance08.asp,3. 보유기록물 현황 : http://www.isdc.co.kr/board/default/boardDefaultList.asp?HiddenBbsNo=75&GovId=53,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
성동구도시관리공단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
성북구도시관리공단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
세종도시교통공사,1. 기관소개,2. 정보목록 : https://www.sctc.kr/bbs/view/BBSS1909092468003137/BBSW2007311510573458/?,3. 보유기록물 현황 : https://www.sctc.kr/bbs/bbsList/BBSS1909092468003134,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
세종시설공단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
소상공인시장진흥공단,1. 기관소개,2. 정보목록 : https://www.semas.or.kr/web/PUB01/PUB010203.kmdc?current=1&paramPage=&paramCurrent=1&othbcCl=&regSn=201500035&srchTxt=&srchChkLst=othbcCnNm&srchTxt1=%EA%B8%B0%EB%A1%9D&srchTxt2=&srchTxt3=&srchTxt4=,3. 보유기록물 현황 : https://www.semas.or.kr/web/PUB01/PUB010203.kmdc?current=1&paramPage=&paramCurrent=1&othbcCl=&regSn=201500033&srchTxt=&srchChkLst=othbcCnNm&srchTxt1=%EA%B8%B0%EB%A1%9D&srchTxt2=&srchTxt3=&srchTxt4=,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
송파구시설관리공단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
수도권매립지관리공사,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
수성문화재단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
수원시시설관리공단,1. 기관소개,2. 정보목록 : https://www.suwonudc.co.kr/uss/ion/ofc/OfficialInqireCoUpdt.do,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
시청자미디어재단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
식품안전정보원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
신용보증기금,1. 기관소개,2. 정보목록 : https://www.kodit.co.kr/support/cust_plza/info_opn/public09_1.jsp?board_seq=359&concat_seq=377,3. 보유기록물 현황 : https://www.kodit.co.kr/support/cust_plza/info_opn/public12_1.jsp?board_seq=362&concat_seq=466,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
태권도진흥재단 (Taekwondo Promotion Foundation),1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타 :  태권도원 라키비움 설립 예정(박물관 중심) https://www.ikbn.news/mobile/article.html?no=95303,,,,,
통일연구원(Korea Institute for National Unification),1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  없음,"6. 기타: 국내, 해외, 북한 자료실https://www.kinu.or.kr/brd/board/634/L/menu/371",,,,,
파주도시관광공사(구 파주시시설관리공단),1. 기관소개,2. 정보목록 :  https://www.pajuutc.or.kr/html/index.php?code=BG1,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
평택도시공사,1. 기관소개,2. 정보목록 :  없음 ,3. 보유기록물 현황 :  없음 ,4. 기록관 홈페이지 링크 :  없음 ,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
포천도시공사,1. 기관소개,2. 정보목록 :  http://www.pcuc.kr/open_content/corporation/datalist.jsp,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 없음,6. 기타,,,,,
포항시시설관리공단,1. 기관소개,2. 정보목록 :  https://www.phsisul.org/home/291,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국가스공사,1. 기관소개,2. 정보목록 :  기록물생산현황 및 폐기목록,3. 보유기록물 현황 :  시청각기록물 보유현황(http://www.kogas.or.kr/portal/selectBbsNttView.do?bbsNo=217&key=1866&nttNo=38974),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  2명,6. 기타,,,,,
한국가스기술공사,1. 기관소개,2. 정보목록 :  기록물 생산현황 및 폐기목록( http://www.kogas-tech.co.kr/info/board.do?menuIdx=562) ,3. 보유기록물 현황 :  시청각기록물 보유현황(http://www.kogas-tech.co.kr/info/board.do?menuIdx=562),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국가스안전공사 ,1. 기관소개,2. 정보목록 :  생산문서목록(https://www.timeforkids.com/),3. 보유기록물 현황 :  시청각기록물보유현황(http://www.kgs.or.kr/publish/Board.do?method=list&board_id=main_72&etc1=12&etc2=182&etc4=%C7%E0%C1%A4%C1%F6%BF%F8%C3%B3&etc7=%B8%C5%B3%E2&etc8=1%BF%F9&etc9=%C8%A8%C6%E4%C0%CC%C1%F6),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국감정원,1. 기관소개,2. 정보목록 :  기록물 생산현황 및 폐기)목록(http://www.kab.co.kr/kab/home/customer/publiceList.jsp?sMenuIdx=HKA092&sType=HKA090&ext2=%B1%E2%B7%CF%B9%B0%20%BB%FD%BB%EA%20%C7%F6%C8%B2%20%B9%D7%20%C6%F3%B1%E2%20%B8%F1%B7%CF),3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국건강가정진흥원,1. 기관소개,2. 정보목록 :  http://www.kihf.or.kr/lay1/bbs/S1T75C166/A/46/view.do?article_seq=1113220&cat=&tp=1&cpage=1&rows=10&condition=TITLE&keyword=%EC%A0%95%EB%B3%B4,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국건강증진개발원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국건설기술연구원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국고용정보원,1. 기관소개,2. 정보목록 :  https://www.keis.or.kr/user/bbs/main/124/734/bbsDataList.do,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국고전번역원,1. 기관소개,2. 정보목록 :  http://www.itkc.or.kr/bbs/board.do?id=78&menuId=131#1,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
