기관유형,기관명,설명
교육청,인천광역시서부교육지원청,"1. 기관소개 :<br>인천광역시 서부교육지원청은 인천광역시 서구, 계양구의 교육행정을 관할하는 인천광역시교육청 산하의 지방교육행정기관이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타<br>1) 인천광역시교육청 기록관리기준표<br>http://www.ice.go.kr/boardCnts/view.do?boardID=2118&boardSeq=2407475&lev=0&searchType=null&statusYN=W&page=1&s=arc&m=0205&opType=N<br>2) 인천광역시교육청 기록관 운영규정<br>http://law.go.kr/ordinInfoP.do;jsessionid=KZS2ItFraqCesSpqCrWXc2C9QzF2Pg39d7HGin2UKu4rpYNBqC1RvY1zZqIBtkpD.de_kl_a6_servlet_LSW3?ordinSeq=619980"
교육청,전라남도교육청,1. 기관소개 :<br>전라남도 교육청은 전라남도의 교육행정을 관할하는 지방교육행정기관이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타<br>1) 전라남도교육청 기록관 운영규정<br>https://law.go.kr/ordinInfoP.do;jsessionid=C7MSfodwmmDz4RT3pP6tSi75rdNRTxmCmG0TlcFwAB5SbS1eOO6Z1obsi08ZaY9Z.de_kl_a6_servlet_LSW1?ordinSeq=598948<br>2) 전라남도교육청 2018~2020년 기록물관리 기본계획<br>http://www.jne.go.kr/board/view.jne?menuCd=DOM_000000103002000000&boardId=BBS_0000091&startPage=1&dataSid=1801099&contentsSid=175
교육청,경상북도영덕교육지원청,1. 기관소개 : <br>경상북도영덕교육지원청은 경상북도 영덕군을 관할하는 경상북도교육청 산하의 교육지원청이다.<br>2. 정보목록 :<br> http://www.gbe.kr/yd/na/ntt/selectNttList.do?mi=4988&bbsId=2303<br>3. 보유기록물 현황 : <br>http://www.gbe.kr/yd/na/ntt/selectNttInfo.do?mi=8303&nttSn=772022<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 0명<br>6. 기타 :
교육청,경상북도영양교육지원청,1. 기관소개 : <br>경상북도영양교육지원청은 경상북도 영양군을 관할하는 경상북도교육청 산하의 교육지원청이다.<br>2. 정보목록 :<br>http://www.kbyyed.go.kr/public/gov30/sub1_5.cshtml<br>3. 보유기록물 현황 :<br>https://www.kbyyed.go.kr/public/information/sub7_2.cshtml?idx=33960<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 0명<br>6. 기타 :
교육청,경상북도영주교육지원청,1. 기관소개 : <br>경상북도영주교육지원청은 경상북도 영주시를 관할하는 경상북도교육청 산하 교육지원청이다. <br>2. 정보목록 : <br>http://www.gbe.kr/yj/openApi/list.do?mi=8822<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 0명<br>6. 기타 :
교육청,경상북도영천교육지원청,1. 기관소개 :<br>경상북도영천교육지원청은 경상북도 영천시를 관할하는 경상북도교육청 산하의 교육지원청이다.<br>2. 정보목록 :<br>http://www.gbe.kr/yc/openApi/list.do?mi=8426<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 0명<br>6. 기타 :
교육청,경상북도예천교육지원청,1. 기관소개 :<br>경상북도예천교육지원청은 경상북도 예천군의 교육행정을 담당하기 위해 설치된 경상북도교육청 산하의 교육지원청이다.<br>2. 정보목록 :<br>http://www.gbe.kr/ycg/openApi/list.do?mi=4807<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 : 
교육청,경상북도울릉교육지원청,1. 기관소개 :<br>경상북도울릉교육지원청은 경상북도 울릉군을 관할하는 경상북도교육청 산하의 교육지원청이다.<br>2. 정보목록 :<br>http://www.gbe.kr/ul/openApi/list.do?mi=8135<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 0명<br>6. 기타 : 
교육청,경상북도울진교육지원청,1. 기관소개 :<br>경상북도울진교육지원청은 경상북도 울진군을 관할하는 경상북도교육청 산하의 교육지원청이다. <br>2. 정보목록 :<br>http://www.gbe.kr/uj/openApi/list.do?mi=7134<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,경상북도의성교육지원청,1. 기관소개 :<br>2. 정보목록 :<br>http://www.gbe.kr/us/openApi/list.do?mi=6325<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 0명<br>6. 기타 :
교육청,경상북도청도교육지원청,1. 기관소개 :<br>경상북도청도교육지원청은 경상북도 청도군을 관할하는 경상북도교육청 산하의 교육지원청이다.<br>2. 정보목록 :<br>http://www.gbe.kr/main/openApi/list.do?mi=3234<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,경상북도청송교육지원청,1. 기관소개 : <br>경상북도청송교육지원청은 경상북도 청송군을 관할하는 경상북도교육청 산하의 교육지원청이다. <br>2. 정보목록 :<br>http://www.gbe.kr/cs/openApi/list.do?mi=7454<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 0명<br>6. 기타 :
교육청,경상북도칠곡교육지원청,1. 기관소개 :<br>경상북도칠곡교육지원청은 경상북도 칠곡군을 관할하는 경상북도교육청 산하의 교육지원청이다.<br>2. 정보목록 :<br>http://www.gbe.kr/cg/openApi/list.do?mi=4096<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 0명<br>6. 기타 :
교육청,경상북도포항교육지원청,1. 기관소개 :<br>경상북도포항교육지원청은 경상북도교육청 산하 교육지원청이다<br>2. 정보목록 :<br>http://www.gbe.kr/ph/openApi/list.do?mi=8816<br>3. 보유기록물 현황 :<br>http://www.gbe.kr/ph/na/ntt/selectNttInfo.do?mi=6655&nttSn=711135<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,경상남도교육청,1. 기관소개 :<br>경상남도교육청은 경상남도 창원시에 위치한 경상남도의 교육을 담당하는 기관으로 경상남도교육감은 지방정무직공무원으로 보한다.<br>2. 정보목록 :<br>http://www.gne.go.kr/index.gne?menuCd=DOM_000000106011002001&cpath=<br>3. 보유기록물 현황 :<br>http://www.gne.go.kr/index.gne?menuCd=DOM_000000153007001004<br>4. 기록관 홈페이지 링크 :<br>http://www.gne.go.kr/index.gne?menuCd=DOM_000000153000000000<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :     
교육청,경상남도거제교육지원청,1. 기관소개 :<br>경상남도거제교육지원청은 경상남도 거제시의 교육을 담당하기 위해 경상남도교육청 산하에 설치된 교육지원청이다.<br>2. 정보목록 :<br>http://gjedu.gne.go.kr/gjedu/openApi/list.do?mi=415<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 0명<br>6. 기타 : 
교육청,경상남도거창교육지원청,1. 기관소개 :<br>경상남도거창교육지원청은 경상남도 거창군의 교육을 담당하기 위해 경상남도교육청 산하에 설치된 교육지원청이다.<br>2. 정보목록 :<br>http://gcedu.gne.go.kr/gcedu/openApi/list.do?mi=2316<br>3. 보유기록물 현황 :<br>http://gcedu.gne.go.kr/gcedu/na/ntt/selectNttList.do?mi=6817&bbsId=1574<br>4. 기록관 홈페이지 링크 :<br>http://gcedu.gne.go.kr/gcedu/cm/cntnts/cntntsView.do?mi=6812&cntntsId=3284<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,경상남도고성교육지원청,1. 기관소개 :<br>2. 정보목록 :<br>http://gsedu.gne.go.kr/gsedu/openApi/list.do?mi=3582<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>http://gsedu.gne.go.kr/gsedu/na/ntt/selectNttList.do?mi=5319&bbsId=1068<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :<br>1) 기록관 고성교육 역사<br>http://gsedu.gne.go.kr/gsedu/openApi/list.do?mi=3582<br>2) 기록관 간행물 발간등록<br>http://gsedu.gne.go.kr/gsedu/na/ntt/selectNttList.do?mi=6562&bbsId=1798<br>3) 기록관 폐교 사진전 우리들 이야기<br>http://gsedu.gne.go.kr/gsedu/cm/cntnts/cntntsView.do?mi=6679&cntntsId=4554
교육청,경상남도김해교육지원청,1. 기관소개 :<br>경상남도김해교육지원청은 경상남도 김해시의 교육을 담당하기 위해 경상남도교육청 산하에 설치된 교육지원청이다. <br>2. 정보목록 :<br>http://ghedu.gne.go.kr/ghedu/openApi/list.do?mi=2452<br>3. 보유기록물 현황 :<br>http://ghedu.gne.go.kr/ghedu/na/ntt/selectNttInfo.do?mi=5175&nttSn=1561028<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :<br>추억의 학교 전시관<br>http://ghedu.gne.go.kr/ghedu/na/ntt/selectNttList.do?mi=5168&bbsId=1707
교육청,경상남도남해교육지원청,1. 기관소개 :<br>경상남도남해교육지원청은 경상남도 남해군을 관할하는 경상남도교육청 산하 교육지원청이다.<br>2. 정보목록 :<br>http://nhedu.gne.go.kr/nhedu/openApi/list.do?mi=520<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 : 
교육청,경상남도밀양교육지원청,1. 기관소개 :<br>경상남도밀양교육지원청은 경상남도 밀양시의 교육을 담당하기 위해 경상남도교육청 산하에 설치된 교육지원청이다. <br>2. 정보목록 :<br>http://myedu.gne.go.kr/myedu/openApi/list.do?mi=3099<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>http://myedu.gne.go.kr/myedu/cm/cntnts/cntntsView.do?mi=7624&cntntsId=4626<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,경상남도사천교육지원청,1. 기관소개 :<br>경상남도사천교육지원청은 경상남도 사천시의 교육을 담당하기 위해 경상남도교육청 산하에 설치된 교육<br>2. 정보목록 :<br>http://scedu.gne.go.kr/scedu/openApi/list.do?mi=1755<br>3. 보유기록물 현황 :<br>http://scedu.gne.go.kr/scedu/cm/cntnts/cntntsView.do?mi=6552&cntntsId=3369<br>4. 기록관 홈페이지 링크 :<br>http://scedu.gne.go.kr/scedu/cm/cntnts/cntntsView.do?mi=6551&cntntsId=3368<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 : 
교육청,경상남도산청교육지원청,1. 기관소개 :<br>경상남도산청교육지원청은 경상남도 산청군의 교육 사무를 담당하기 위해 경상남도교육청 산하에 설치된 기관이다.<br>2. 정보목록 :<br>http://schedu.gne.go.kr/schedu/openApi/list.do?mi=1183<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>http://schedu.gne.go.kr/schedu/na/ntt/selectNttList.do?mi=8150&bbsId=2385<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 : 
교육청,경상남도양산교육지원청,1. 기관소개 :<br>경상남도양산교육지원청은 경상남도 양산시를 관할하는 경상남도교육청 산하 교육지원청이다. <br>2. 정보목록 :<br>http://ysedu.gne.go.kr/ysedu/openApi/list.do?mi=1502<br>3. 보유기록물 현황 :<br>http://ysedu.gne.go.kr/ysedu/cm/cntnts/cntntsView.do?mi=6576&cntntsId=2910<br>4. 기록관 홈페이지 링크 :<br>http://ysedu.gne.go.kr/ysedu/cm/cntnts/cntntsView.do?mi=6576&cntntsId=2910<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 : 
교육청,경상남도의령교육지원청,1. 기관소개 :<br>경상남도의령교육지원청은 경상남도 의령군의 교육을 담당하기 위해 경상남도교육청 산하에 설치된 교육지원청이다.<br>2. 정보목록 :<br>http://uredu.gne.go.kr/uredu/openApi/list.do?mi=2383<br>3. 보유기록물 현황 :<br>http://uredu.gne.go.kr/uredu/na/ntt/selectNttInfo.do?mi=5260&nttSn=1213111<br>4. 기록관 홈페이지 링크 :<br>http://uredu.gne.go.kr/uredu/na/ntt/selectNttList.do?mi=9071&bbsId=3543<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 : 
교육청,경상남도진주교육지원청,1. 기관소개 :<br>경상남도진주교육지원청은 경상남도 진주시의 교육을 담당하기 위해 경상남도교육청 산하에 설치된 교육지원청이다.<br>2. 정보목록 :<br>http://jjedu.gne.go.kr/jjedu/openApi/list.do?mi=528<br>3. 보유기록물 현황 :<br>http://jjedu.gne.go.kr/jjedu/cm/cntnts/cntntsView.do?mi=6804&cntntsId=3279<br>4. 기록관 홈페이지 링크 :<br>http://jjedu.gne.go.kr/jjedu/cm/cntnts/cntntsView.do?mi=6804&cntntsId=3279<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,경상남도창녕교육지원청,1. 기관소개 :<br>경상남도창녕교육지원청은 경상남도 창녕군의 교육을 담당하기 위해 경상남도교육청 산하에 설치된 교육지원청이다.<br>2. 정보목록 :<br>http://cnedu.gne.go.kr/cnedu/openApi/list.do?mi=3393<br>3. 보유기록물 현황 :<br>http://cnedu.gne.go.kr/cnedu/na/ntt/selectNttInfo.do?mi=5290&nttSn=1605227<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :<br>폐지학교 기록물 전시관<br>http://cnedu.gne.go.kr/cnedu/na/ntt/selectNttList.do?mi=5284&bbsId=175
교육청,경상남도창원교육지원청,1. 기관소개 : <br>경상남도창원교육지원청은 경상남도 창원시를 관할하는 경상남도교육청 산하 교육지원청이다.<br>2. 정보목록 :<br>http://cwedu.gne.go.kr/cwedu/openApi/list.do?mi=160<br>3. 보유기록물 현황 :<br>http://cwedu.gne.go.kr/cwedu/cm/cntnts/cntntsView.do?mi=4893&cntntsId=3235<br>4. 기록관 홈페이지 링크 :<br>http://cwedu.gne.go.kr/cwedu/cm/cntnts/cntntsView.do?mi=4893&cntntsId=3235<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 : <br>창원교육 역사의 전당<br>http://cwedu.gne.go.kr/cwhistory/main.do
교육청,경상남도통영교육지원청,1. 기관소개 :<br>경상남도통영교육지원청은 경상남도 통영시의 교육을 담당하기 위해 경상남도교육청 산하에 설치된 교육지원청이다.<br>2. 정보목록 :<br>http://tyedu.gne.go.kr/tyedu/openApi/list.do?mi=1345<br>3. 보유기록물 현황 :<br>http://tyedu.gne.go.kr/tyedu/na/ntt/selectNttInfo.do?mi=5450&nttSn=1608613<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 : 
교육청,경상남도하동교육지원청,1. 기관소개 :<br>경상남도하동교육지원청은 경상남도 하동군을 관할하는 경상남도교육청 산하 교육지원청이다.<br>2. 정보목록 :<br>http://hdedu.gne.go.kr/hdedu/openApi/list.do?mi=958<br>3. 보유기록물 현황 :<br>http://hdedu.gne.go.kr/hdedu/na/ntt/selectNttInfo.do?nttSn=1608469<br>4. 기록관 홈페이지 링크 :<br>http://hdedu.gne.go.kr/hdedu/na/ntt/selectNttList.do?mi=6639&bbsId=1712<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 : <br>하동교육역사기록물<br>http://hdedu.gne.go.kr/hdedu/na/ntt/selectNttList.do?mi=6641&bbsId=1714
교육청,경상남도함안교육지원청,1. 기관소개 :<br>경상남도함안교육지원청은 경상남도 함안군의 교육을 담당하기 위해 경상남도교육청 산하에 설치된 교육지원청이다. <br>2. 정보목록 :<br>http://hmedu.gne.go.kr/hmedu/openApi/list.do?mi=3064<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 : 
교육청,경상남도함양교육지원청,1. 기관소개 :<br>경상남도함양교육지원청은 경상남도 함양군의 교육을 담당하기 위해 경상남도교육청 산하에 설치된 교육지원청이다. <br>2. 정보목록 :<br>http://hyedu.gne.go.kr/hyedu/openApi/list.do?mi=1961<br>3. 보유기록물 현황 :<br>http://hyedu.gne.go.kr/hyedu/na/ntt/selectNttInfo.do?nttSn=1784698<br>4. 기록관 홈페이지 링크 :<br>http://hyedu.gne.go.kr/hyedu/cm/cntnts/cntntsView.do?mi=5351&cntntsId=2808<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 : 
교육청,경상남도합천교육지원청,1. 기관소개 :<br>경상남도합천교육지원청은 경상남도 합천군의 교육을 담당하기 위해 경상남도교육청 산하에 설치된 교육지원청이다.<br>2. 정보목록 :<br>http://hcedu.gne.go.kr/hcedu/openApi/list.do?mi=2763<br>3. 보유기록물 현황 :<br>http://hcedu.gne.go.kr/hcedu/cm/cntnts/cntntsView.do?mi=2817&cntntsId=4961<br>4. 기록관 홈페이지 링크 :<br>http://hcedu.gne.go.kr/hcedu/cm/cntnts/cntntsView.do?mi=2817&cntntsId=4961<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 : <br>합천 교육 역사관http://hcedu.gne.go.kr/hcedu/cm/cntnts/cntntsView.do?mi=2818&cntntsId=4962
교육청,전라남도강진교육지원청,1. 기관소개 :<br>전라남도 교육청은 전라남도 강진군의 교육행정을 관할하는 지방교육행정기관이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타<br>1) 전라남도교육청 기록관 운영규정<br>https://law.go.kr/ordinInfoP.do;jsessionid=C7MSfodwmmDz4RT3pP6tSi75rdNRTxmCmG0TlcFwAB5SbS1eOO6Z1obsi08ZaY9Z.de_kl_a6_servlet_LSW1?ordinSeq=598948<br>2) 전라남도교육청 2018~2020년 기록물관리 기본계획<br>http://www.jne.go.kr/board/view.jne?menuCd=DOM_000000103002000000&boardId=BBS_0000091&startPage=1&dataSid=1801099&contentsSid=175<br>3) 전라남도 강진교육지원청 기록관 운영규정<br>https://gjed.jne.go.kr/board/view.jne?menuCd=DOM_000001304002001000&boardId=BBS_0000768&dataSid=1518622
교육청,강원도교육청,1. 기관소개 :<br>강원도교육청은 대한민국 강원도의 교육·학예에 관한 사무를 집행하는 지방교육행정기관이다.<br>2. 정보목록 :<br>http://open.gwe.go.kr/module/openapi/list.do?siteId=open&id=open_010301000000<br>3. 보유기록물 현황 :<br>http://www.gwe.go.kr/user/boardList.do?command=view&page=1&boardId=710&boardSeq=1351622&id=kr_031203010000<br>4. 기록관 홈페이지 링크 :<br>http://www.gwe.go.kr/mbshome/mbs/kr/subview.do?id=kr_031201010000<br>5. 기록물관리전문요원 배치 인원 : 2명<br>6. 기타 :
교육청,강원도강릉교육지원청,1. 기관소개 :<br>강원도강릉교육지원청은 강원도 강릉시의 교육 사무를 관장하기 위해 강원도교육청 산하에 설치된 교육지원청이다.<br>2. 정보목록 :<br>http://gwgned.gwe.go.kr/sub/info.do?m=0204&s=gwgned<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,강원도고성교육지원청,1. 기관소개 :<br>강원도고성교육지원청은 강원도 고성군을 관할하는 강원도교육청 산하의 교육지원청이다.<br>2. 정보목록 :<br>http://gwgsed.gwe.go.kr/sub/info.do?m=0204&s=kwksed<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 0명<br>6. 기타 :
교육청,강원도동해교육지원청,"1. 기관소개 :<br>강원도동해교육지원청은 강원도교육청 산하 교육지원청이다. 강원도 동해시 천곡로 117에 소재해있으며, 동해시를 관할한다.<br>2. 정보목록 :<br>https://kwthe.gwe.go.kr/sub/info.do?m=010407&s=kwthe<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 0명<br>6. 기타 :"
교육청,강원도삼척교육지원청,1. 기관소개 :<br>강원도삼척교육지원청은 강원도 삼척시를 관할하는 강원도교육청 산하의 교육지원청이다.<br>2. 정보목록 :<br>https://www.kwsche.go.kr/sub/info.do?m=010504&s=kwsche<br>3. 보유기록물 현황 :<br>http://www.kwsche.go.kr/boardCnts/view.do?m=0407&boardID=1615&viewBoardID=1615&boardSeq=7276783&lev=0&statusYN=W&page=1<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,강원도속초양양교육지원청,1. 기관소개 :<br>강원도속초양양교육지원청은 강원도교육청 산하 교육지원청이다.<br>2. 정보목록 :<br>http://gwsyed.gwe.go.kr/sub/info.do?m=020313&s=kwsyed<br>3. 보유기록물 현황 :<br>http://gwsyed.gwe.go.kr/boardCnts/view.do?m=060601&boardID=2922&viewBoardID=2922&boardSeq=6051461&lev=0&statusYN=W&page=1<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,강원도양구교육지원청,1. 기관소개 :<br>강원도양구교육지원청은 강원도 양구군을 관할하는 강원도교육청 산하의 교육지원청이다. <br>2. 정보목록 :<br>http://gwyged.gwe.go.kr/sub/info.do?m=010401&s=kwyged<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>http://gwyged.gwe.go.kr/sub/info.do?m=0107&s=kwyged<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,강원도영월교육지원청,1. 기관소개 :<br>강원도영월교육지원청은 강원도 영월군을 관할하는 강원도교육청 산하의 교육지원청이다.<br>2. 정보목록 :<br>http://gwywed.gwe.go.kr/sub/info.do?page=0303&m=0709&s=gwywed<br>3. 보유기록물 현황 :<br>http://gwywed.gwe.go.kr/boardCnts/view.do?m=0705&boardID=1746&viewBoardID=1746&boardSeq=6048051&lev=0&statusYN=W&page=1<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,강원도원주교육지원청,1. 기관소개 :<br>강원도원주교육지원청은 강원도 원주시를 관할하기 위해 강원도교육청 산하에 설치된 교육지원청이다. <br>2. 정보목록 :<br>http://gwwjed.gwe.go.kr/sub/info.do?m=020307&s=kwwje<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :<br>기록물기록관리기준표<br>http://gwwjed.gwe.go.kr/boardCnts/view.do?m=1011&boardID=2792&viewBoardID=2792&boardSeq=6021031&lev=0&statusYN=W&page=1
교육청,강원도인제교육지원청,1. 기관소개 :<br>강원도인제교육지원청은 강원도 인제군을 관할하는 강원도교육청 산하의 교육지원청이다. 교육장은 장학관으로 보한다.<br>2. 정보목록 :<br>http://gwijed.gwe.go.kr/boardCnts/list.do?boardID=101235&m=020214&s=kwije<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>http://gwijed.gwe.go.kr/sub/info.do?m=050601&s=kwije<br>5. 기록물관리전문요원 배치 인원 : 0명<br>6. 기타 :
교육청,강원도정선교육지원청,1. 기관소개 :<br>강원도정선교육지원청은 강원도 정선군을 관할하는 강원도교육청 산하의 교육지원청이다<br>2. 정보목록 :<br>http://gwjsed.gwe.go.kr/sub/info.do?m=030309&s=gwjsed<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 0명<br>6. 기타 :
교육청,강원도철원교육지원청,1. 기관소개 :<br>강원도철원교육지원청은 강원도 철원군을 관할하는 강원도교육청 산하의 교육지원청이다. <br>2. 정보목록 :<br>http://gwcwed.gwe.go.kr/sub/info.do?m=0104&s=gwcwed<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,강원도춘천교육지원청,1. 기관소개 :<br>강원도춘천교육지원청은 강원도 춘천시의 교육 사무를 관할하기 위해 강원도교육청 산하에 설치된 교육지원청이다.<br>2. 정보목록 :<br>http://gwcce.gwe.go.kr/sub/info.do?m=010504&s=gwcce<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :<br>강원도춘천교육청 기록관 이용방법<br>http://gwcce.gwe.go.kr/boardCnts/view.do?m=020201&boardID=2699&viewBoardID=2699&boardSeq=2094761&lev=0&statusYN=W&page=1
교육청,강원도태백교육지원청,"1. 기관소개 :<br>강원도태백교육지원청은 강원도교육청 산하 교육지원청이다. 강원도 태백시 하장성1길 14에 소재해있으며, 태백시를 관할한다. <br>2. 정보목록 :<br>http://kwtbe.gwe.go.kr/sub/info.do?m=110604&s=kwtbe<br>3. 보유기록물 현황 :<br>http://kwtbe.gwe.go.kr/boardCnts/view.do?m=0406&boardID=2287&viewBoardID=2287&boardSeq=6020702&lev=0&statusYN=W&page=1<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 0명<br>※ 기록관리 업무 담당자 : 1명<br>6. 기타 :"
교육청,강원도평창교육지원청,1. 기관소개 :<br>강원도평창교육지원청은 강원도 평창군을 관할하는 강원도교육청 산하의 교육지원청이다.<br>2. 정보목록 :<br>http://gwpce.gwe.go.kr/sub/info.do?m=050108&s=gwpce<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>http://gwpce.gwe.go.kr/sub/info.do?m=0505&s=gwpce<br>5. 기록물관리전문요원 배치 인원 : 0명<br>※ 기록관리 업무 담당자 : 1명<br>6. 기타 :
교육청,강원도홍천교육지원청,1. 기관소개 :<br>강원도홍천교육지원청은 강원도 홍천군을 관할하는 강원도교육청 산하의 교육지원청이다.<br>2. 정보목록 :<br>http://gwhce.gwe.go.kr/sub/info.do?m=100705&s=gwhce<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,강원도화천교육지원청,1. 기관소개 :<br>강원도화천교육지원청은 강원도 화천군을 관할하는 강원도교육청 산하의 교육지원청이다. <br>2. 정보목록 :<br>http://gwhced.gwe.go.kr/sub/info.do?m=0103&s=gwhced<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
교육청,강원도횡성교육지원청,1. 기관소개 :<br>강원도횡성교육지원청은 강원도 횡성군을 관할하는 강원도교육청 산하의 교육지원청이다. <br>2. 정보목록 :<br>http://gwhsed.gwe.go.kr/sub/info.do?m=010402&s=gwhsed<br>3. 보유기록물 현황 :<br>4. 기록관 홈페이지 링크 :<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 :
